"STATEFP,C,2","COUNTYFP,C,3","TRACTCE,C,6","BLKGRPCE,C,1","GEOID,C,12","NAMELSAD,C,13","MTFCC,C,5","FUNCSTAT,C,1","ALAND,N,14,0","AWATER,N,14,0","INTPTLAT,C,11","INTPTLON,C,12","in_region,N,2,1"
26,145,002100,4,261450021004,Block Group 4,G5030,S,474127,0,+43.4385350,-083.9924694,0
26,145,010100,4,261450101004,Block Group 4,G5030,S,21749142,407876,+43.5017002,-084.0829561,0
26,145,011100,1,261450111001,Block Group 1,G5030,S,50826552,1018945,+43.4752405,-083.8427673,0
26,145,011100,2,261450111002,Block Group 2,G5030,S,16569550,0,+43.4085667,-083.8488568,0
26,145,011200,1,261450112001,Block Group 1,G5030,S,42112682,35864,+43.4590406,-083.7638509,0
26,145,011200,2,261450112002,Block Group 2,G5030,S,50214894,1778,+43.4143838,-083.7528531,0
26,145,011300,1,261450113001,Block Group 1,G5030,S,40341976,4021,+43.3574978,-083.7687288,0
26,145,011300,2,261450113002,Block Group 2,G5030,S,9466704,279209,+43.3304274,-083.7774464,0
26,125,188100,1,261251881001,Block Group 1,G5030,S,621738,0,+42.4854028,-083.1783455,0
26,125,197000,2,261251970002,Block Group 2,G5030,S,2608071,0,+42.5846346,-083.1386776,0
26,125,171400,1,261251714001,Block Group 1,G5030,S,751706,0,+42.4699052,-083.1872993,0
26,161,404300,1,261614043001,Block Group 1,G5030,S,497164,0,+42.2643394,-083.7748771,0
26,161,404300,2,261614043002,Block Group 2,G5030,S,541347,0,+42.2589338,-083.7727292,0
26,161,405200,1,261614052001,Block Group 1,G5030,S,357664,0,+42.2586588,-083.7242681,0
26,037,010201,1,260370102011,Block Group 1,G5030,S,7132386,76282,+42.8021391,-084.5430531,0
26,037,011101,2,260370111012,Block Group 2,G5030,S,7848018,31714,+42.8095090,-084.4556706,0
26,037,010204,1,260370102041,Block Group 1,G5030,S,18047206,72659,+42.7879075,-084.5779812,0
26,037,010201,2,260370102012,Block Group 2,G5030,S,1945405,0,+42.7901823,-084.5312856,0
26,037,010203,2,260370102032,Block Group 2,G5030,S,3150303,31787,+42.7750969,-084.5309723,0
26,037,010400,1,260370104001,Block Group 1,G5030,S,45927510,88845,+42.9255147,-084.7713376,0
26,037,010203,1,260370102031,Block Group 1,G5030,S,1044136,0,+42.7743435,-084.5488255,0
26,037,011001,2,260370110012,Block Group 2,G5030,S,7058932,0,+43.0201323,-084.3843991,0
26,161,405300,5,261614053005,Block Group 5,G5030,S,1384892,71900,+42.2776187,-083.7134974,0
26,161,405400,2,261614054002,Block Group 2,G5030,S,380341,0,+42.2473630,-083.6955289,0
26,103,001900,1,261030019001,Block Group 1,G5030,S,423823,0,+46.4907389,-087.6706659,0
26,161,405600,1,261614056001,Block Group 1,G5030,S,1370661,0,+42.2334551,-083.7293154,0
26,161,421100,2,261614211002,Block Group 2,G5030,S,435436,30815,+42.0876214,-083.6835856,0
26,161,403300,1,261614033001,Block Group 1,G5030,S,641504,0,+42.2934775,-083.7833790,0
26,161,404200,2,261614042002,Block Group 2,G5030,S,635287,6457,+42.2637476,-083.7818013,0
26,161,410900,2,261614109002,Block Group 2,G5030,S,361231,0,+42.2504231,-083.6005403,0
26,161,405500,1,261614055001,Block Group 1,G5030,S,665069,0,+42.2417606,-083.6947308,0
26,123,970400,1,261239704001,Block Group 1,G5030,S,67417858,561312,+43.5066038,-085.9893822,0
26,145,012300,1,261450123001,Block Group 1,G5030,S,94996951,78711,+43.3481648,-084.3055129,0
26,145,012500,2,261450125002,Block Group 2,G5030,S,63826311,10990,+43.1673224,-084.3364503,0
26,123,970900,1,261239709001,Block Group 1,G5030,S,58844122,1361311,+43.4430539,-085.7280532,0
26,145,011000,5,261450110005,Block Group 5,G5030,S,5429793,83352,+43.4163336,-083.8897300,0
26,145,011300,3,261450113003,Block Group 3,G5030,S,20505163,243043,+43.3143408,-083.7475149,0
26,145,011300,4,261450113004,Block Group 4,G5030,S,21077315,0,+43.3635233,-083.7186122,0
26,145,011500,1,261450115001,Block Group 1,G5030,S,5894787,0,+43.3817030,-083.9057910,0
26,145,011600,3,261450116003,Block Group 3,G5030,S,6171166,88555,+43.3591247,-083.8775111,0
26,145,011600,1,261450116001,Block Group 1,G5030,S,7045889,218114,+43.3640203,-083.9104990,0
26,045,021401,2,260450214012,Block Group 2,G5030,S,4614153,182026,+42.6777025,-084.6403435,0
26,125,142700,3,261251427003,Block Group 3,G5030,S,1182306,0,+42.6250066,-083.2901189,0
26,045,021001,3,260450210013,Block Group 3,G5030,S,14373069,19668,+42.5752335,-084.8653778,0
26,161,412100,3,261614121003,Block Group 3,G5030,S,2124504,0,+42.2579051,-083.5685722,0
26,161,411900,2,261614119002,Block Group 2,G5030,S,1282836,0,+42.2502163,-083.5739539,0
26,161,412000,1,261614120001,Block Group 1,G5030,S,1683610,0,+42.2441051,-083.5677081,0
26,161,412300,3,261614123003,Block Group 3,G5030,S,511708,0,+42.2282563,-083.5663355,0
26,161,403300,3,261614033003,Block Group 3,G5030,S,1954005,47610,+42.2789915,-083.7911438,0
26,145,011701,1,261450117011,Block Group 1,G5030,S,28349627,87867,+43.3720328,-083.8464876,0
26,145,011800,1,261450118001,Block Group 1,G5030,S,18207409,772311,+43.3625377,-083.9631968,0
26,145,011800,2,261450118002,Block Group 2,G5030,S,48777581,4088412,+43.3336251,-083.9978098,0
26,145,011902,2,261450119022,Block Group 2,G5030,S,20411490,505933,+43.3725909,-084.1408790,0
26,123,970500,2,261239705002,Block Group 2,G5030,S,5064364,46939,+43.4889332,-085.9430313,0
26,123,970500,3,261239705003,Block Group 3,G5030,S,3393727,65946,+43.4623031,-085.9576767,0
26,123,970600,1,261239706001,Block Group 1,G5030,S,46277366,993922,+43.5143686,-085.8190383,0
26,161,465000,1,261614650001,Block Group 1,G5030,S,9812214,396416,+42.4042118,-083.7764850,0
26,161,412700,2,261614127002,Block Group 2,G5030,S,2397003,0,+42.2081204,-083.6032181,0
26,161,464000,3,261614640003,Block Group 3,G5030,S,43393369,193753,+42.3685141,-083.6039500,0
26,161,423600,2,261614236002,Block Group 2,G5030,S,1118611,0,+42.1615689,-083.7724308,0
26,145,012002,1,261450120021,Block Group 1,G5030,S,18698746,393218,+43.4423573,-084.1040553,0
26,145,012002,2,261450120022,Block Group 2,G5030,S,22037509,486692,+43.4622752,-084.1477656,0
26,145,012003,1,261450120031,Block Group 1,G5030,S,3824067,13477,+43.4240558,-084.0847049,0
26,145,012003,2,261450120032,Block Group 2,G5030,S,6952405,783702,+43.3993514,-084.1066520,0
26,145,012100,1,261450121001,Block Group 1,G5030,S,70277582,79107,+43.4462029,-084.2378716,0
26,145,012100,2,261450121002,Block Group 2,G5030,S,7636629,60980,+43.4213683,-084.2214377,0
26,145,012100,3,261450121003,Block Group 3,G5030,S,17345787,606542,+43.4120468,-084.1991543,0
26,145,012001,1,261450120011,Block Group 1,G5030,S,4218688,214021,+43.4238400,-084.0612768,0
26,145,012200,1,261450122001,Block Group 1,G5030,S,65257023,63166,+43.4395206,-084.3205142,0
26,055,550800,3,260555508003,Block Group 3,G5030,S,11397691,3626461,+44.7427205,-085.7441345,0
26,161,400800,1,261614008001,Block Group 1,G5030,S,229946,27045,+42.2853492,-083.7384419,0
26,161,402100,1,261614021001,Block Group 1,G5030,S,491909,110270,+42.2959726,-083.7406673,0
26,161,412000,4,261614120004,Block Group 4,G5030,S,653582,0,+42.2342264,-083.5902550,0
26,161,411700,1,261614117001,Block Group 1,G5030,S,547382,0,+42.2284470,-083.5922689,0
26,161,411700,3,261614117003,Block Group 3,G5030,S,402485,0,+42.2246595,-083.5865442,0
26,161,412100,1,261614121001,Block Group 1,G5030,S,1224331,0,+42.2572246,-083.5991096,0
26,161,412100,2,261614121002,Block Group 2,G5030,S,492523,0,+42.2574097,-083.5866906,0
26,117,970200,1,261179702001,Block Group 1,G5030,S,62373876,237966,+43.4370235,-085.0328041,0
26,117,970700,4,261179707004,Block Group 4,G5030,S,29451264,691079,+43.2319117,-085.2784799,0
26,117,970100,1,261179701001,Block Group 1,G5030,S,61936738,764716,+43.4047107,-084.8850810,0
26,117,970100,2,261179701002,Block Group 2,G5030,S,67367145,801511,+43.4015493,-084.9431091,0
26,161,404300,3,261614043003,Block Group 3,G5030,S,1254051,0,+42.2606508,-083.7596918,0
26,161,411900,4,261614119004,Block Group 4,G5030,S,525884,0,+42.2506233,-083.5875080,0
26,161,402500,1,261614025001,Block Group 1,G5030,S,967705,0,+42.2926645,-083.6849713,0
26,161,412100,4,261614121004,Block Group 4,G5030,S,689220,0,+42.2585393,-083.5490787,0
26,161,410200,1,261614102001,Block Group 1,G5030,S,1063979,4923,+42.2555167,-083.6452961,0
26,161,405300,1,261614053001,Block Group 1,G5030,S,629013,0,+42.2716642,-083.7178588,0
26,161,422900,1,261614229001,Block Group 1,G5030,S,779521,0,+42.1746083,-083.6908793,0
26,161,412000,3,261614120003,Block Group 3,G5030,S,352088,0,+42.2380309,-083.5884034,0
26,161,412000,5,261614120005,Block Group 5,G5030,S,480705,0,+42.2362355,-083.5796886,0
26,123,970300,1,261239703001,Block Group 1,G5030,S,145222201,1634034,+43.6061163,-085.8940692,0
26,123,971000,1,261239710001,Block Group 1,G5030,S,53234723,1029798,+43.3455369,-085.5941880,0
26,025,000600,1,260250006001,Block Group 1,G5030,S,744913,0,+42.3077648,-085.1696483,0
26,123,970400,2,261239704002,Block Group 2,G5030,S,17353937,3260847,+43.4484836,-085.9893911,0
26,117,970100,3,261179701003,Block Group 3,G5030,S,72916005,92261,+43.3254774,-084.9151304,0
26,117,970200,2,261179702002,Block Group 2,G5030,S,19480285,39924,+43.3972550,-085.0294362,0
26,117,970200,3,261179702003,Block Group 3,G5030,S,85953248,264398,+43.3425979,-085.0337591,0
26,047,970300,4,260479703004,Block Group 4,G5030,S,11945884,6601247,+45.4470966,-085.0274217,0
26,021,021100,2,260210211002,Block Group 2,G5030,S,3347157,89492,+41.7662200,-086.2605242,0
26,021,021200,1,260210212001,Block Group 1,G5030,S,1478356,0,+41.7788925,-086.2355043,0
26,021,021300,1,260210213001,Block Group 1,G5030,S,2037354,185712,+41.9702846,-086.3448471,1
26,021,021300,2,260210213002,Block Group 2,G5030,S,1176180,0,+41.9609305,-086.3487340,1
26,021,021300,3,260210213003,Block Group 3,G5030,S,1985069,223455,+41.9614257,-086.3318311,1
26,123,970400,3,261239704003,Block Group 3,G5030,S,51680483,352295,+43.4176519,-085.9850419,0
26,021,021400,1,260210214001,Block Group 1,G5030,S,33356879,307977,+41.9649617,-086.4128539,1
26,021,021400,2,260210214002,Block Group 2,G5030,S,4809684,6644,+41.9494886,-086.3642912,1
26,123,970400,4,261239704004,Block Group 4,G5030,S,57909294,455514,+43.3676281,-085.9896783,0
26,123,970500,1,261239705001,Block Group 1,G5030,S,4106857,480863,+43.4808644,-085.9311503,0
26,055,551100,2,260555511002,Block Group 2,G5030,S,9023426,0,+44.7366797,-085.5756530,0
26,055,551100,3,260555511003,Block Group 3,G5030,S,11248103,1695894,+44.7373846,-085.5424969,0
26,055,551100,1,260555511001,Block Group 1,G5030,S,1842846,975512,+44.7542806,-085.5746139,0
26,055,551200,1,260555512001,Block Group 1,G5030,S,823381,962409,+44.7647786,-085.6143756,0
26,055,551200,3,260555512003,Block Group 3,G5030,S,1761231,917581,+44.7475705,-085.6089073,0
26,055,551300,1,260555513001,Block Group 1,G5030,S,4866399,2251,+44.7224706,-085.5824229,0
26,093,743300,2,260937433002,Block Group 2,G5030,S,2869985,33323,+42.5072785,-083.8060420,0
26,093,743400,1,260937434001,Block Group 1,G5030,S,15402839,1220147,+42.4959571,-083.8244506,0
26,093,743400,2,260937434002,Block Group 2,G5030,S,15342007,386721,+42.4977770,-083.8915804,0
26,093,743600,1,260937436001,Block Group 1,G5030,S,1403257,222366,+42.4605857,-083.8134061,0
26,093,743600,2,260937436002,Block Group 2,G5030,S,8059846,1102074,+42.4745564,-083.8479006,0
26,093,743700,1,260937437001,Block Group 1,G5030,S,5659351,80301,+42.4538621,-083.8089216,0
26,055,551300,2,260555513002,Block Group 2,G5030,S,7850752,282581,+44.7234384,-085.6209450,0
26,055,551300,3,260555513003,Block Group 3,G5030,S,2398532,0,+44.7362162,-085.6387578,0
26,055,551400,2,260555514002,Block Group 2,G5030,S,2258642,386706,+44.7390540,-085.6276635,0
26,123,970600,2,261239706002,Block Group 2,G5030,S,36841237,2153990,+43.4975462,-085.8912715,0
26,123,970900,2,261239709002,Block Group 2,G5030,S,6161450,146569,+43.4207644,-085.8131347,0
26,123,971000,2,261239710002,Block Group 2,G5030,S,68788721,1063283,+43.3702582,-085.6945584,0
26,123,971000,3,261239710003,Block Group 3,G5030,S,45728491,1280316,+43.3149836,-085.6794009,0
26,123,971100,1,261239711001,Block Group 1,G5030,S,23556386,4362772,+43.3784298,-085.7763276,0
26,161,402700,2,261614027002,Block Group 2,G5030,S,721073,0,+42.3131292,-083.6982014,0
26,161,403600,3,261614036003,Block Group 3,G5030,S,1929693,0,+42.3175504,-083.7161296,0
26,161,403800,1,261614038001,Block Group 1,G5030,S,2357603,4136,+42.3072273,-083.7286833,0
26,161,402500,2,261614025002,Block Group 2,G5030,S,290970,0,+42.2950880,-083.6902906,0
26,161,405300,2,261614053002,Block Group 2,G5030,S,3224847,384874,+42.2647695,-083.6924392,0
26,161,405100,1,261614051001,Block Group 1,G5030,S,492842,486,+42.2424671,-083.7157750,0
26,123,970600,3,261239706003,Block Group 3,G5030,S,41405840,1187257,+43.4371559,-085.8688254,0
26,123,970600,4,261239706004,Block Group 4,G5030,S,24431771,2769464,+43.4568049,-085.8192672,0
26,123,970700,2,261239707002,Block Group 2,G5030,S,13905616,354595,+43.5627117,-085.7913723,0
26,123,970700,3,261239707003,Block Group 3,G5030,S,59218616,194861,+43.5115004,-085.7124803,0
26,031,960600,2,260319606002,Block Group 2,G5030,S,14304239,17429940,+45.4297311,-084.6331908,0
26,031,960700,2,260319607002,Block Group 2,G5030,S,72578222,1775035,+45.3398172,-084.2917738,0
26,123,970900,3,261239709003,Block Group 3,G5030,S,51929102,2783084,+43.4140485,-085.6497920,0
26,123,970100,2,261239701002,Block Group 2,G5030,S,298926076,2758646,+43.6555464,-085.6722218,0
26,123,970500,4,261239705004,Block Group 4,G5030,S,2948833,6755,+43.4605057,-085.9314803,0
26,123,970800,1,261239708001,Block Group 1,G5030,S,70496386,12743770,+43.4951332,-085.5997587,0
26,123,970300,2,261239703002,Block Group 2,G5030,S,67801526,956671,+43.5611364,-085.9304028,0
26,031,960800,2,260319608002,Block Group 2,G5030,S,106594642,235076,+45.3409149,-084.6775057,0
26,035,000700,2,260350007002,Block Group 2,G5030,S,75709169,923442,+43.9333379,-084.8406830,0
26,035,000100,1,260350001001,Block Group 1,G5030,S,143540751,1807127,+44.1178100,-084.7118901,0
26,035,001000,1,260350010001,Block Group 1,G5030,S,36716029,86529,+44.0277482,-084.8587664,0
26,123,971100,2,261239711002,Block Group 2,G5030,S,36685443,1004473,+43.3296076,-085.7653253,0
26,123,970100,3,261239701003,Block Group 3,G5030,S,338810511,5978527,+43.7198510,-085.9298555,0
26,123,970100,1,261239701001,Block Group 1,G5030,S,202795795,1535614,+43.7680464,-085.6912610,0
26,025,002200,1,260250022001,Block Group 1,G5030,S,14801014,428467,+42.3980334,-085.1193338,0
26,025,000700,1,260250007001,Block Group 1,G5030,S,3657124,0,+42.3187916,-085.1548925,0
26,035,000700,1,260350007001,Block Group 1,G5030,S,69748345,1584837,+43.9233222,-084.8837693,0
26,055,551400,1,260555514001,Block Group 1,G5030,S,4151175,0,+44.7515838,-085.6489701,0
26,161,413000,1,261614130001,Block Group 1,G5030,S,1338799,52285,+42.2145531,-083.5525081,0
26,161,413200,1,261614132001,Block Group 1,G5030,S,10591336,578244,+42.1919976,-083.5572761,0
26,161,413403,1,261614134031,Block Group 1,G5030,S,9316412,9657,+42.2146650,-083.6287160,0
26,161,404100,2,261614041002,Block Group 2,G5030,S,534002,0,+42.2721516,-083.7656397,0
26,161,403200,2,261614032002,Block Group 2,G5030,S,668480,0,+42.2923225,-083.7618673,0
26,123,970800,2,261239708002,Block Group 2,G5030,S,16072187,3432595,+43.4704803,-085.6593624,0
26,055,550600,3,260555506003,Block Group 3,G5030,S,55693912,24014,+44.6319752,-085.6101665,0
26,055,550400,2,260555504002,Block Group 2,G5030,S,21924935,8734883,+44.6243937,-085.7943366,0
26,055,551500,2,260555515002,Block Group 2,G5030,S,731806,9124,+44.7625767,-085.6317836,0
26,007,000900,1,260070009001,Block Group 1,G5030,S,2085666,2978024,+45.0412546,-083.4508335,0
26,075,005500,1,260750055001,Block Group 1,G5030,S,7424988,0,+42.2662248,-084.4643429,0
26,075,005600,3,260750056003,Block Group 3,G5030,S,4934124,29171,+42.2982447,-084.4542324,0
26,075,005600,4,260750056004,Block Group 4,G5030,S,6442140,6036,+42.2844320,-084.4447794,0
26,075,006801,2,260750068012,Block Group 2,G5030,S,68158423,1677442,+42.3578720,-084.1902746,0
26,035,000900,2,260350009002,Block Group 2,G5030,S,8816786,132296,+44.0492062,-084.7941377,0
26,035,000700,3,260350007003,Block Group 3,G5030,S,23401777,786972,+43.8632979,-084.8022347,0
26,161,404600,4,261614046004,Block Group 4,G5030,S,508439,0,+42.2551377,-083.7302226,0
26,035,000800,4,260350008004,Block Group 4,G5030,S,65581613,594758,+43.8943905,-084.7578674,0
26,091,062300,2,260910623002,Block Group 2,G5030,S,2630851,0,+42.0152064,-083.9586872,0
26,091,062400,4,260910624004,Block Group 4,G5030,S,17390230,12636,+42.0151167,-083.9816691,0
26,091,060302,1,260910603021,Block Group 1,G5030,S,8756095,3073,+42.0074996,-084.1838337,0
26,075,005200,4,260750052004,Block Group 4,G5030,S,13192374,172357,+42.1841276,-084.4429676,0
26,075,006303,3,260750063033,Block Group 3,G5030,S,6778525,1505164,+42.0837982,-084.2934536,0
26,035,000800,1,260350008001,Block Group 1,G5030,S,93018189,350025,+44.0091881,-084.6429678,0
26,035,000200,1,260350002001,Block Group 1,G5030,S,159889023,1869017,+44.0514743,-084.9935494,0
26,035,001000,2,260350010002,Block Group 2,G5030,S,2576472,6759,+44.0375559,-084.8185876,0
26,057,001000,3,260570010003,Block Group 3,G5030,S,2433717,0,+43.2978075,-084.5976062,0
26,057,000600,2,260570006002,Block Group 2,G5030,S,1164181,197565,+43.3765564,-084.6748167,0
26,161,400400,3,261614004003,Block Group 3,G5030,S,289729,0,+42.2634664,-083.7364893,0
26,161,400500,5,261614005005,Block Group 5,G5030,S,163287,0,+42.2676987,-083.7356394,0
26,149,041600,3,261490416003,Block Group 3,G5030,S,60436681,1470534,+41.7900829,-085.3457991,0
26,161,400400,1,261614004001,Block Group 1,G5030,S,433162,0,+42.2673264,-083.7294382,0
26,161,400600,4,261614006004,Block Group 4,G5030,S,267070,0,+42.2710460,-083.7555347,0
26,161,400600,3,261614006003,Block Group 3,G5030,S,165399,0,+42.2717661,-083.7516963,0
26,125,173300,2,261251733002,Block Group 2,G5030,S,624799,0,+42.4522699,-083.1510883,0
26,161,400500,3,261614005003,Block Group 3,G5030,S,346208,0,+42.2682011,-083.7423850,0
26,055,550900,1,260555509001,Block Group 1,G5030,S,22204920,16412664,+44.8953837,-085.5000734,0
26,055,551400,4,260555514004,Block Group 4,G5030,S,532471,0,+44.7564821,-085.6260430,0
26,055,551500,3,260555515003,Block Group 3,G5030,S,732994,1222123,+44.7667090,-085.6290273,0
26,055,551400,3,260555514003,Block Group 3,G5030,S,619794,0,+44.7507050,-085.6264446,0
26,017,286100,6,260172861006,Block Group 6,G5030,S,35842418,23640,+43.6900335,-084.0755587,0
26,017,286200,2,260172862002,Block Group 2,G5030,S,105245221,60065,+43.7780184,-084.0969576,0
26,017,286200,3,260172862003,Block Group 3,G5030,S,34315928,2551762,+43.8071759,-083.9918616,0
26,017,286200,1,260172862001,Block Group 1,G5030,S,19986414,134670,+43.7624154,-083.9977680,0
26,115,832400,1,261158324001,Block Group 1,G5030,S,12885042,84193,+41.9053966,-083.4544736,0
26,017,286300,1,260172863001,Block Group 1,G5030,S,41043955,139584,+43.8801271,-083.9975730,0
26,017,286300,2,260172863002,Block Group 2,G5030,S,31597057,3170278,+43.8379358,-083.9814546,0
26,017,286300,3,260172863003,Block Group 3,G5030,S,24575900,10425901,+43.8783035,-083.9244334,0
26,125,173500,1,261251735001,Block Group 1,G5030,S,434265,0,+42.4495618,-083.1227786,0
26,021,021400,3,260210214003,Block Group 3,G5030,S,507951,179372,+41.9456029,-086.3328492,0
26,021,021400,4,260210214004,Block Group 4,G5030,S,6808195,965717,+41.9390556,-086.3600303,1
26,021,021400,5,260210214005,Block Group 5,G5030,S,32490249,533156,+41.9199122,-086.4132852,1
26,125,173400,5,261251734005,Block Group 5,G5030,S,534447,0,+42.4477396,-083.1375516,0
26,091,060401,3,260910604013,Block Group 3,G5030,S,28763077,2085125,+42.0134387,-084.3260736,0
26,091,060700,3,260910607003,Block Group 3,G5030,S,31216370,231432,+41.9553485,-083.9168521,0
26,091,060402,2,260910604022,Block Group 2,G5030,S,32944926,265018,+41.9499645,-084.3333633,0
26,091,060402,3,260910604023,Block Group 3,G5030,S,8820968,5035146,+41.9615425,-084.2692840,0
26,091,062400,2,260910624002,Block Group 2,G5030,S,900621,44591,+42.0715302,-083.9749704,0
26,091,062400,1,260910624001,Block Group 1,G5030,S,7780859,0,+42.0725106,-083.9402878,0
26,093,743800,1,260937438001,Block Group 1,G5030,S,9410056,822639,+42.4314163,-083.8460472,0
26,093,743800,2,260937438002,Block Group 2,G5030,S,2569540,1430393,+42.4537994,-083.8449919,0
26,093,743800,3,260937438003,Block Group 3,G5030,S,1874740,522399,+42.4447811,-083.8720113,0
26,093,743800,4,260937438004,Block Group 4,G5030,S,1657471,528479,+42.4309105,-083.8906858,0
26,075,006702,1,260750067021,Block Group 1,G5030,S,8122469,1169866,+42.4069605,-084.3417603,0
26,075,000800,2,260750008002,Block Group 2,G5030,S,348265,0,+42.2402029,-084.4282429,0
26,075,000400,1,260750004001,Block Group 1,G5030,S,800829,0,+42.2653449,-084.3899665,0
26,075,006402,5,260750064025,Block Group 5,G5030,S,18106427,666218,+42.0919992,-084.5607328,0
26,075,006304,2,260750063042,Block Group 2,G5030,S,3404731,1807435,+42.0936084,-084.3049549,0
26,125,172500,1,261251725001,Block Group 1,G5030,S,722000,0,+42.4490948,-083.1579093,0
26,125,172500,2,261251725002,Block Group 2,G5030,S,691256,0,+42.4505653,-083.1670886,0
26,125,173000,5,261251730005,Block Group 5,G5030,S,249309,0,+42.4743229,-083.1188136,0
26,125,173100,2,261251731002,Block Group 2,G5030,S,303024,0,+42.4643660,-083.1309549,0
26,125,173200,1,261251732001,Block Group 1,G5030,S,452693,0,+42.4638759,-083.1401038,0
26,125,173200,2,261251732002,Block Group 2,G5030,S,307119,0,+42.4638688,-083.1456141,0
26,125,173300,1,261251733001,Block Group 1,G5030,S,303523,0,+42.4584346,-083.1525740,0
26,125,173400,4,261251734004,Block Group 4,G5030,S,309438,0,+42.4572245,-083.1349540,0
26,125,173000,4,261251730004,Block Group 4,G5030,S,394977,0,+42.4706972,-083.1186842,0
26,125,173000,3,261251730003,Block Group 3,G5030,S,594182,0,+42.4722081,-083.1281637,0
26,125,173000,2,261251730002,Block Group 2,G5030,S,634609,0,+42.4651070,-083.1250643,0
26,125,184200,3,261251842003,Block Group 3,G5030,S,241778,0,+42.4965025,-083.1286238,0
26,091,062100,4,260910621004,Block Group 4,G5030,S,15709971,60370,+41.8808300,-083.8042827,0
26,091,060302,2,260910603022,Block Group 2,G5030,S,40894953,2150491,+42.0242045,-084.2190781,0
26,091,060302,3,260910603023,Block Group 3,G5030,S,18826247,4821895,+42.0489978,-084.1615457,0
26,091,060301,3,260910603013,Block Group 3,G5030,S,40379441,76041,+42.0074555,-084.0543521,0
26,147,635000,2,261476350002,Block Group 2,G5030,S,3161273,0,+42.9835849,-082.4951159,0
26,147,627000,3,261476270003,Block Group 3,G5030,S,546436,40657,+42.9989442,-082.4458054,0
26,147,629000,1,261476290001,Block Group 1,G5030,S,1034536,1787089,+43.0163999,-082.4265401,0
26,125,184200,4,261251842004,Block Group 4,G5030,S,260571,0,+42.4939148,-083.1301607,0
26,125,184200,5,261251842005,Block Group 5,G5030,S,337019,0,+42.4916576,-083.1324947,0
26,125,184400,2,261251844002,Block Group 2,G5030,S,327307,0,+42.4848999,-083.1291180,0
26,125,184200,2,261251842002,Block Group 2,G5030,S,233535,0,+42.4919842,-083.1413278,0
26,125,184500,1,261251845001,Block Group 1,G5030,S,490195,0,+42.4876252,-083.1505447,0
26,163,553600,3,261635536003,Block Group 3,G5030,S,864930,0,+42.4015777,-083.0812362,0
26,163,511400,5,261635114005,Block Group 5,G5030,S,445910,0,+42.3866051,-083.0768128,0
26,163,511900,2,261635119002,Block Group 2,G5030,S,361632,0,+42.3794670,-083.0758504,0
26,163,511900,1,261635119001,Block Group 1,G5030,S,791047,0,+42.3708072,-083.0700671,0
26,091,060500,2,260910605002,Block Group 2,G5030,S,63569571,23115,+41.8914686,-084.1935520,0
26,091,060800,1,260910608001,Block Group 1,G5030,S,1268358,20172,+41.9988300,-083.9588137,0
26,125,184600,2,261251846002,Block Group 2,G5030,S,415460,0,+42.4791075,-083.1270472,0
26,125,184700,1,261251847001,Block Group 1,G5030,S,364020,0,+42.4814088,-083.1207645,0
26,075,005200,5,260750052005,Block Group 5,G5030,S,9480383,100551,+42.2015039,-084.4677792,0
26,075,005500,4,260750055004,Block Group 4,G5030,S,1667064,0,+42.2700674,-084.4363493,0
26,125,184700,2,261251847002,Block Group 2,G5030,S,437619,0,+42.4784993,-083.1185710,0
26,035,000600,2,260350006002,Block Group 2,G5030,S,1707566,5059,+43.8211985,-084.7563300,0
26,035,000300,1,260350003001,Block Group 1,G5030,S,91453161,1214062,+43.9854549,-085.0144441,0
26,163,596300,2,261635963002,Block Group 2,G5030,S,2587298,1069015,+42.1427377,-083.1643867,0
26,163,505000,1,261635050001,Block Group 1,G5030,S,554487,0,+42.4405058,-083.0081772,0
26,163,505000,2,261635050002,Block Group 2,G5030,S,203653,0,+42.4352748,-083.0102288,0
26,163,505400,3,261635054003,Block Group 3,G5030,S,396190,0,+42.4202446,-082.9928883,0
26,163,511000,2,261635110002,Block Group 2,G5030,S,2086543,0,+42.3999050,-083.0270858,0
26,163,507500,1,261635075001,Block Group 1,G5030,S,375006,0,+42.4453688,-083.0896318,0
26,163,507800,1,261635078001,Block Group 1,G5030,S,801739,0,+42.4216399,-083.0964252,0
26,163,507400,2,261635074002,Block Group 2,G5030,S,523281,0,+42.4375532,-083.0890879,0
26,163,508000,1,261635080001,Block Group 1,G5030,S,534773,0,+42.4342583,-083.1093932,0
26,163,511300,3,261635113003,Block Group 3,G5030,S,775028,0,+42.4153993,-083.0554077,0
26,091,060401,2,260910604012,Block Group 2,G5030,S,23500267,1109671,+42.0571243,-084.3113149,0
26,125,190500,1,261251905001,Block Group 1,G5030,S,5788325,0,+42.7278319,-083.1470119,0
26,125,190400,3,261251904003,Block Group 3,G5030,S,17603479,151934,+42.7607173,-083.1587688,0
26,125,191000,2,261251910002,Block Group 2,G5030,S,489599,0,+42.6780758,-083.1372018,0
26,125,191200,1,261251912001,Block Group 1,G5030,S,695476,0,+42.6914050,-083.1264379,0
26,091,061301,2,260910613012,Block Group 2,G5030,S,351643,0,+41.9006457,-084.0222713,0
26,091,061302,3,260910613023,Block Group 3,G5030,S,364889,0,+41.8940924,-084.0362258,0
26,091,062100,1,260910621001,Block Group 1,G5030,S,60735977,147308,+41.9023979,-083.8421159,0
26,091,061700,5,260910617005,Block Group 5,G5030,S,310501,0,+41.8863711,-084.0065589,0
